Employee_ID,First_Name,Last_Name,Department_Name,Manager_Name,Email,Phone_Number,Hire_Date,Salary,Date_As_On
463,Michelle,Ward,HR,Kimberly Sims,nicole85@gmail.com,+1-678-632-7252x00668,18/10/23,115951,21/01/25
714,Debbie,Nichols,Operations,Richard Allen,john12@hotmail.com,(163)977-0976x579,25/01/24,112158,21/01/25
962,Kathryn,Brown,IT,Tammy Stewart,tmartin@rowland.com,(159)499-1325x6402,10/07/20,95573,21/01/25
144,Eddie,Bright,Marketing,Lisa Rodriguez,mejiastacy@hotmail.com,911-134-1103x16680,05/11/20,91065,21/01/25
221,Lisa,Williams,HR,David Mcdonald,wesley71@pratt.org,771.122.2108,13/07/20,106198,21/01/25
395,Sally,Perez,HR,Diane Mcdonald,hreynolds@smith.com,375-595-5295x4937,31/03/24,94722,21/01/25
413,Jody,Hernandez,HR,Samantha Warner,frederick73@gmail.com,(979)336-2027x09161,21/09/24,83754,21/01/25
214,Paula,Jenkins,HR,Lindsay Andrews,cglenn@wright-eaton.com,375-775-0627,07/01/25,97917,21/01/25
698,Lee,Kennedy,HR,Neil Holmes,zgraham@gmail.com,+1-891-391-9313x15599,20/10/23,119626,21/01/25
180,Angela,Lawson,HR,Vickie Thomas,margaretperez@hotmail.com,(259)449-0530x84660,03/07/22,76622,21/01/25
637,Connie,Harris,IT,Nicole Garcia,mitchellkatie@hotmail.com,001-288-032-4212,22/04/21,61163,21/01/25
717,Jerry,Vega,Operations,Kevin York,dawnmiller@yahoo.com,001-825-039-7288x63459,20/05/23,107200,21/01/25
154,Melissa,Dennis,IT,Karen Evans,vhernandez@gmail.com,986.710.5207,26/01/21,109468,21/01/25
437,Bradley,Navarro,IT,John Garcia,samanthaharrington@sandoval.com,+1-596-246-0197x7121,14/04/24,66101,21/01/25
928,Miguel,Ho,HR,Daniel Bell,johnbaxter@lutz-vargas.info,068.112.9770,29/04/24,75984,21/01/25
190,Megan,Moore,Operations,Renee Sherman,davissean@morales.com,001-923-702-1492,30/05/22,112286,21/01/25
932,Mary,Paul,Operations,Logan Lara,odavidson@yahoo.com,001-157-768-2092x9916,05/02/23,66002,21/01/25
314,Joyce,Smith,IT,Kristy Moran,solomongary@hotmail.com,(215)783-5176x501,07/01/23,84065,21/01/25
485,Bradley,Ayers,IT,Aaron Flores,philipdean@dunn.com,001-601-471-0291x46403,10/03/22,90181,21/01/25
395,Emily,Green,IT,Matthew Watson,tyler64@yahoo.com,210-313-6765,07/11/24,66098,21/01/25
944,John,Coleman,IT,Heather Diaz,carol87@hotmail.com,001-906-713-1045x060,25/04/22,81783,21/01/25
823,Bryan,Dennis,Finance,Michelle Hull,xanderson@patel.org,425-328-4047,18/07/24,110041,21/01/25
878,Derek,Donovan,Marketing,Kevin Pacheco,fletcheraustin@duncan.com,+1-874-284-0560,05/11/20,97951,21/01/25
254,Brian,Sanchez,IT,Daniel Perez,thomas95@perez-ballard.info,001-798-580-7644x1521,14/09/21,79284,21/01/25
481,Courtney,Johnson,HR,Kevin Scott,hernandezbrian@hall.com,(171)500-7015,14/06/24,98077,21/01/25
456,Nicole,White,Finance,Mason Miller,matthewedwards@gmail.com,001-440-065-6770x5632,07/10/23,115664,21/01/25
896,Martin,Burke,Marketing,Stephen Mays,pcohen@kim.net,(357)002-2750x73019,04/10/22,118295,21/01/25
824,Isaac,Johnson,Operations,Carl Haas,mariehoward@gmail.com,+1-992-012-9170x4865,16/04/22,76450,21/01/25
879,Robin,Burnett,Operations,Jesse Wilson,charlesgillespie@chandler-reese.com,+1-143-083-3446,10/01/20,112547,21/01/25
258,Matthew,Gray,IT,Erin Singh,pwest@yahoo.com,816.660.1127,06/07/22,104136,21/01/25
711,Johnny,Moran,IT,Jesus Roth,davislindsay@molina.com,707-395-3551,02/02/22,83743,21/01/25
656,David,Olson,Operations,Judith Rhodes,joshua94@yahoo.com,733-114-2316x23527,05/07/23,66633,21/01/25
995,Kristina,Cohen,IT,Vanessa Yates,cookchristopher@george.com,3529820659,02/10/23,104807,21/01/25
943,Christine,Leach,Operations,Brian Hooper,leonemily@carr.com,+1-992-709-5637,07/12/20,72898,21/01/25
240,Jeff,Hudson,Marketing,Jill Smith,brandyromero@wilson.com,001-549-941-6554x4195,04/03/21,75351,21/01/25
846,Timothy,Burns,IT,Charles Gibson,johnchapman@gmail.com,510-484-6126x083,16/01/24,103159,21/01/25
699,Debra,Mills,Operations,Joel Smith,bhaynes@rocha.com,975.700.8645,19/02/21,86608,21/01/25
407,Timothy,Day,Finance,Laura Thomas,kbryant@serrano.com,549-133-5902,23/09/24,98366,21/01/25
762,Cody,Webb,HR,Michael Burton,zamoranicole@mccarthy-jones.com,3131009167,07/01/21,100586,21/01/25
916,Joseph,Herrera,Operations,Kristin Johnson,isabel26@frazier-norman.net,001-503-554-6389x085,22/12/20,101522,21/01/25
755,John,Compton,Finance,Alexander Casey,usmith@cobb.com,9809850847,15/01/20,79002,21/01/25
302,Terri,Galvan,Finance,Mrs. Morgan Stephenson MD,fletcherblake@james.com,295-301-3760x624,25/07/22,72449,21/01/25
693,Sonia,Bennett,Marketing,Charles Moore,angelamorales@hotmail.com,773.382.1713,06/05/20,61355,21/01/25
232,Patrick,Sawyer,HR,Leonard Johnson,austinkathleen@gmail.com,193.759.2042,21/03/21,94744,21/01/25
850,Cindy,White,HR,Emily Wright,apayne@evans-walls.com,(298)442-2647x54851,26/11/23,110478,21/01/25
771,Shannon,Brady,HR,Erin Cooper,oliviaharris@yahoo.com,(480)371-6244x616,08/05/20,61693,21/01/25
880,Paul,Glenn,Operations,Joseph Mueller,rebecca76@yahoo.com,556.453.5652x912,05/09/24,69876,21/01/25
144,Nicole,Anderson,Operations,Dustin Marks,youngrebekah@brown.com,(688)439-8775,23/02/22,111788,21/01/25
523,Larry,Miller,HR,Joshua Stone,gonzalezjeffrey@white.com,(156)051-9913,15/09/24,97375,21/01/25
366,Adam,Nelson,HR,Alexander Roach,mcdanielmichael@gmail.com,(986)838-4853,01/09/24,83773,21/01/25
148,John,Jones,IT,Jason Johnson,yorkmichael@price-duncan.com,(322)125-4536x0524,23/05/22,68747,21/01/25
587,Sean,Yang,Finance,Mrs. Sarah Wade,daniel44@gmail.com,+1-131-423-9414x129,06/05/23,115870,21/01/25
977,Martin,Cooper,Marketing,Rebecca King,cynthiawright@cole-taylor.biz,(589)224-5767x282,30/07/24,60727,21/01/25
208,Alyssa,Frank,Finance,Valerie Morales,gregory05@yahoo.com,4395540695,02/07/24,79859,21/01/25
902,Sheryl,Maldonado,IT,Samuel Walker,lvelazquez@hotmail.com,169-920-3213x596,06/01/23,100261,21/01/25
857,Samantha,Skinner,Operations,Lucas Black,bdavis@gonzalez-garcia.biz,245.673.7391x25482,12/03/22,98842,21/01/25
567,Anthony,Pena,IT,Ethan Chambers,amy77@gmail.com,009.061.0197,26/09/22,82381,21/01/25
628,Jill,Mitchell,HR,Brad Ingram,kayla28@rivas.org,(773)207-2273,05/02/20,119289,21/01/25
827,Logan,Miller,Finance,Charles Solis,edwardherrera@gmail.com,086-310-5996x343,21/01/23,89207,21/01/25
152,Veronica,Flores,IT,Martha Wells,brios@melton-johnson.com,+1-870-608-8053,07/03/21,69233,21/01/25
750,Matthew,Dominguez,Operations,Kristina Maxwell,patriciagibbs@reed.biz,6274086974,22/11/20,70503,21/01/25
119,Charles,Williams,Finance,Melissa Hopkins,allisonwalker@gmail.com,+1-215-057-3364x7285,07/07/21,79618,21/01/25
761,Benjamin,Ray,Finance,Jennifer Hayes,ryan94@todd.com,001-401-824-7125x5765,01/11/23,102761,21/01/25
850,Frank,Black,Marketing,Lisa Kelley,charles92@johnson.com,418.876.7059x44096,21/09/24,61470,21/01/25
488,Renee,Wolf,Operations,Scott Wagner,kathleenperry@fowler.com,617-417-1669,02/07/24,101962,21/01/25
537,Maria,Schneider,Operations,James Fry,alex54@rodriguez-ramos.com,541.636.4396,23/05/20,67918,21/01/25
588,Daniel,Lewis,IT,Leslie Chandler,morrisondanielle@jones-olson.info,503-445-1333,27/03/20,96623,21/01/25
102,Christopher,Prince,Finance,Kaitlin Lewis,ocarlson@hotmail.com,(151)158-1666x8104,22/04/21,93647,21/01/25
951,Annette,Meza,HR,David Le,druiz@gonzalez-ferguson.org,119-181-1554x4931,24/06/22,85023,21/01/25
741,Erin,Ferguson,Finance,James Miller,robertthomas@hotmail.com,001-037-613-1409x035,21/05/21,76604,21/01/25
504,Aimee,Allen,IT,Kayla Anderson,kmayo@martin.org,295.320.3273,14/04/23,97221,21/01/25
911,Lance,Fox,Operations,April Miller,megan66@hicks.biz,(372)056-9319x602,29/04/23,102089,21/01/25
173,Brian,Moore,Finance,Sierra Jones,jacqueline15@yahoo.com,001-970-573-9273,20/04/20,60636,21/01/25
259,Tina,Higgins,IT,Dylan Bell,brandon18@yahoo.com,839.780.2585x69526,02/09/22,71966,21/01/25
607,Carla,Richardson,Finance,Joshua Edwards,shawteresa@suarez.com,+1-822-528-3436x00116,31/05/24,105926,21/01/25
324,Wayne,Townsend,Finance,Anne Lopez,spencerkathy@hotmail.com,001-087-288-6222x4887,08/07/24,107690,21/01/25
915,Mary,Williams,Operations,Nancy Taylor,deborah48@myers.org,001-986-457-4087x6015,16/05/20,102894,21/01/25
763,Terrance,Fields,IT,Jennifer Baker,barnesjennifer@yahoo.com,001-082-721-7800x345,12/05/21,74373,21/01/25
450,Carolyn,Grant,Operations,Bradley Williams,harrisdavid@west.com,330-903-0377x37365,17/01/21,109008,21/01/25
109,Eric,Cunningham,Operations,Phillip Baker,ubennett@davidson-diaz.com,5936386482,06/08/21,112731,21/01/25
727,Stacey,Fernandez,Finance,Carmen Weaver,jrivera@moore.com,+1-716-622-9704,09/01/23,116448,21/01/25
261,Mike,Ortiz,Finance,Emily Clements,sherrysaunders@norton.com,001-735-214-9127x70777,11/11/20,115411,21/01/25
669,Sara,Evans,Operations,Jennifer Montgomery,shellyfrancis@hotmail.com,236-631-0176x3108,19/11/20,63810,21/01/25
612,Kevin,Mccall,HR,Anthony Mccormick,browndaniel@hampton.com,5676464569,13/06/22,62518,21/01/25
753,Stephen,Flores,IT,Sarah Burke,kkhan@gutierrez.com,(835)546-2788x24823,07/01/22,119879,21/01/25
502,Candace,Vargas,HR,Elizabeth Allen,deborahwalter@harding.org,(374)463-6817,08/05/21,105912,21/01/25
426,Jennifer,Cruz,Operations,Elizabeth Fields,tshannon@hotmail.com,346-126-4654x519,29/03/21,77580,21/01/25
510,Ryan,Taylor,Finance,Kyle Carroll,colleensimpson@gmail.com,186.292.6984x05565,26/07/20,64211,21/01/25
484,Michael,Ramos,Marketing,Patricia Turner,leslie87@yahoo.com,+1-213-080-4966,19/05/23,95799,21/01/25
707,Brandon,Powers,IT,Kristi Mcbride,penningtonhenry@bullock-smith.net,868.915.1997,03/08/23,118019,21/01/25
158,Kenneth,Carter,Marketing,Jamie Hoover,robert20@yahoo.com,478-386-6192x580,10/01/22,86558,21/01/25
106,Alexander,Jones,Finance,Eric Fritz,hartmandonna@collins.com,001-961-167-2742x762,26/01/22,90494,21/01/25
838,John,Andrews,HR,Brian Vasquez,fieldsrobert@reynolds-curtis.com,351-425-2556x1076,14/12/24,77601,21/01/25
730,Sarah,Thompson,Finance,Bailey Wilkinson,danielle01@hotmail.com,001-306-326-3238x85785,04/09/22,67852,21/01/25
704,Brian,Gonzales,Marketing,Pamela Winters,olsoncharles@smith.com,001-174-585-5247,11/05/20,68500,21/01/25
207,Craig,Johnson,Marketing,Daniel Butler DDS,jeffreyrodriguez@hayes.info,177-205-0217x9857,09/05/21,76782,21/01/25
855,Rebecca,Jackson,IT,Nicholas Barron,murphyvanessa@byrd.com,9380680601,02/03/21,93187,21/01/25
965,Felicia,Brown,Operations,Larry Bowers,samanthasmith@hernandez.com,+1-627-346-6151x4472,30/06/21,74026,21/01/25
651,Janet,Oconnell,Marketing,Rachel Robbins,anthony88@yahoo.com,499.430.3648,03/09/21,82520,21/01/25
886,Felicia,Cohen,IT,Kaitlin Stewart,alvarezryan@gmail.com,680-862-1851x46650,07/01/20,91234,21/01/25
486,Chelsea,Obrien,IT,Bryan Figueroa MD,blakegina@johnson-garcia.com,2928964716,03/09/23,112788,21/01/25
623,Stephanie,Perez,IT,Daniel Hughes,rreilly@greer.com,355.348.4409x126,19/05/20,117898,21/01/25
875,John,Sharp,HR,Dr. William Warner,teresa60@yahoo.com,(860)008-9401,24/04/20,111581,21/01/25
727,Jeffrey,Miller,Finance,Reginald Duffy,joanna35@murray.info,+1-729-964-2471,11/02/23,116797,21/01/25
506,Melissa,Spears,IT,Clinton Cardenas,jonathan90@benson-peterson.net,773-440-6860,12/12/20,95203,21/01/25
163,Jillian,Hawkins,HR,Sandra Gomez,ewilliams@hotmail.com,1509274481,17/11/20,82247,21/01/25
755,Valerie,Morales,HR,Aaron Boyd,juliehamilton@hotmail.com,147-191-1325,12/10/24,71607,21/01/25
974,Linda,Armstrong,Operations,Phillip Fisher,coreyromero@hotmail.com,553.032.2805,11/06/23,102385,21/01/25
572,Leslie,Woods,HR,Billy Cook,fjackson@clark.org,(738)614-1762,12/12/22,91931,21/01/25
237,Alexis,Brown,Operations,Jeffrey Williams,martinezrichard@stanley.org,204.489.1448,25/06/24,114755,21/01/25
378,Linda,Juarez,IT,James Ortega,sherrera@hotmail.com,(289)447-7020x23510,02/06/21,77070,21/01/25
236,Stephanie,Rojas,Marketing,Lori Hanson,madisonlee@lawrence.com,(527)373-3896x7342,20/06/24,73294,21/01/25
915,Kevin,Smith,IT,Roy Arnold,lisaevans@yahoo.com,001-391-271-1779,21/12/20,80440,21/01/25
149,Frederick,Porter,Operations,Thomas Waters,pbrooks@townsend-wood.com,(202)061-6528,14/05/23,61072,21/01/25
562,Kevin,Patterson,Finance,Tamara Dyer,lorraine02@green.com,001-084-727-5566,14/10/23,87470,21/01/25
132,William,Weaver,Marketing,Angela Brown,ugarcia@hendricks.com,+1-179-533-4007,24/09/20,66634,21/01/25
820,Henry,Parker,Operations,Rodney Lawrence,grahamgabrielle@keller.com,174-851-3116x6145,02/12/20,115933,21/01/25
696,Jaime,Wood,Finance,Gregory Ashley,latoyadecker@wise-rice.com,001-062-525-6779x18531,24/09/21,108440,21/01/25
129,Richard,Mckinney,Finance,Diane Larson,ashleyryan@miller.com,+1-985-781-3993x570,24/01/23,111903,21/01/25
515,Ruben,Anthony,HR,Stephanie Hubbard,marcus07@hotmail.com,259-537-8073,03/02/21,99510,21/01/25
534,Cameron,Conway,Marketing,Michael Dean,rwhite@gmail.com,135-489-7322,21/07/23,106063,21/01/25
369,Andrea,Butler,Finance,Ashley Taylor,vruiz@gmail.com,+1-740-008-9070x21846,08/01/25,108981,21/01/25
242,Peter,Bautista,IT,Alyssa Myers,jgraves@yahoo.com,+1-967-105-1966x1024,26/11/24,96494,21/01/25
219,Mallory,Waters,IT,Kristen Anderson,uwilliams@harrison.info,737.447.4214,19/07/21,116064,21/01/25
298,Jeffrey,Brown,Finance,Jamie Matthews,michaelfrank@yahoo.com,001-604-270-8979,16/10/23,72104,21/01/25
820,John,Carter,Finance,John Greene,mccartyphillip@west-martinez.com,668-905-7179,31/05/23,113501,21/01/25
808,Nicholas,Knight,Finance,Christopher Russell,guzmanmichael@hampton.biz,297.074.7607x12289,27/07/23,116912,21/01/25
728,Virginia,Andrews,Marketing,Morgan Hernandez,schneidermegan@tran.info,001-887-258-2269x3389,28/10/20,89564,21/01/25
966,Destiny,Medina,IT,Isaac Hatfield,dcastro@johnson-moreno.com,405.030.5259x481,21/05/20,95659,21/01/25
711,David,Norris,Finance,Grace Beard,peterspencer@yahoo.com,(173)583-0023,04/02/23,95503,21/01/25
723,Craig,Garcia,Operations,Taylor Carney,villarrealleslie@lane.biz,+1-631-087-5455x587,02/01/21,86380,21/01/25
832,Jerry,Goodwin,Marketing,Alexis Peters,xstark@smith-chang.com,+1-954-216-2900,10/04/21,77516,21/01/25
851,Zachary,Collins,Operations,Devin Velez,louisallen@howard-hodges.com,001-611-293-1717x273,08/08/22,75517,21/01/25
979,Kristina,Nunez,Marketing,Matthew Gomez,andrew00@hotmail.com,(612)269-8848,13/11/22,96618,21/01/25
791,Amanda,Gonzalez,Marketing,Carl Ward,lestervanessa@yahoo.com,+1-254-993-6796x471,27/10/21,63251,21/01/25
343,Teresa,Mcneil,HR,Carl Pierce,adrianbrown@kelly.com,001-516-996-5729,03/02/20,111630,21/01/25
153,Zachary,West,HR,James Wolf,rsmith@holmes.net,(386)306-6489x36239,30/06/24,72773,21/01/25
111,Nancy,Hayes,Finance,Jennifer Barnes,allen93@hotmail.com,+1-490-167-1003x2254,16/05/23,87747,21/01/25
609,Karen,Thomas,Finance,Lauren Powell,broman@avery.com,+1-573-635-3831,15/10/23,109892,21/01/25
234,William,Walker,Finance,Sheila Thompson,ecox@johnson.com,524-439-8220x388,16/10/24,94531,21/01/25
197,Daniel,Mitchell,Operations,Danielle Lee,emilyallen@gmail.com,(735)655-3800x962,28/02/24,99954,21/01/25
326,Kelly,Potter,Marketing,Robert Peterson,ericjimenez@yahoo.com,001-586-384-4232,29/01/23,95121,21/01/25
511,Robert,Lewis,Finance,David Johnson,hunttiffany@shelton.com,675.455.7695x759,06/02/23,79600,21/01/25
710,Jean,Garrett,Marketing,Miss Dana Duncan,ubernard@gmail.com,001-153-622-3965x513,04/04/20,67673,21/01/25
589,Kimberly,Johns,Finance,Amanda Chen,hendrixlarry@brown.org,+1-824-891-1347x828,18/11/22,75151,21/01/25
187,Laura,Mclaughlin,IT,Jack Patterson,zstevenson@brown-lin.com,+1-937-225-8605,30/05/23,94336,21/01/25
440,Regina,Johnston,Operations,Cassandra Garcia,anthony75@smith.info,001-893-010-0497x52317,12/12/24,76342,21/01/25
880,Gary,Garcia,Marketing,Patrick Lawrence,phillip82@stephens.org,+1-350-658-6588,19/08/21,77908,21/01/25
185,Brian,Blankenship,HR,Nicholas Noble,melindadalton@solis.com,+1-597-433-9976x52584,08/08/20,113830,21/01/25
395,Zachary,Johnson,Finance,Kiara Davis,richard19@wright.com,(510)288-9201x56034,08/05/24,91991,21/01/25
471,Monica,Jones,Operations,Caitlin Murray,hickssamantha@brennan.com,(609)277-4384,17/11/24,95322,21/01/25
280,Amanda,Sandoval,Marketing,Andrew Christian,cynthia43@harris.com,+1-641-941-0980,30/05/23,67428,21/01/25
624,Patricia,Hall,IT,Trevor Thomas,joselandry@myers.biz,(897)658-6635,07/05/22,93309,21/01/25
817,Jacqueline,Cook,HR,Ryan Flynn,turnerjessica@higgins.com,+1-005-036-5004,02/10/22,104425,21/01/25
479,Tammy,Young,Marketing,Robyn Walker,rebeccahall@hotmail.com,709-785-5309,08/06/24,91622,21/01/25
846,Robert,Weeks,HR,Michael Jones,twatson@hotmail.com,340-550-2458,15/08/24,104778,21/01/25
438,Samantha,Rose,HR,Joseph Jenkins,rebeccachung@campbell-ryan.info,750-877-9902x05620,25/11/24,71972,21/01/25
713,Eugene,Wells,Marketing,Jeremiah Preston,millermichelle@gmail.com,+1-875-563-4037x73098,10/04/24,70326,21/01/25
